timestamp,color,disparity
1766056300.465795,color/img_26141.png,disparity/img_26141.png
1766056300.608652,color/img_26142.png,disparity/img_26142.png
1766056300.751514,color/img_26143.png,disparity/img_26143.png
1766056300.894367,color/img_26144.png,disparity/img_26144.png
1766056301.037227,color/img_26145.png,disparity/img_26145.png
1766056301.180082,color/img_26146.png,disparity/img_26146.png
1766056301.322939,color/img_26147.png,disparity/img_26147.png
1766056301.465796,color/img_26148.png,disparity/img_26148.png
1766056301.608654,color/img_26149.png,disparity/img_26149.png
1766056301.751513,color/img_26150.png,disparity/img_26150.png
1766056301.894369,color/img_26151.png,disparity/img_26151.png
1766056302.037227,color/img_26152.png,disparity/img_26152.png
1766056302.180083,color/img_26153.png,disparity/img_26153.png
1766056302.322941,color/img_26154.png,disparity/img_26154.png
1766056302.465799,color/img_26155.png,disparity/img_26155.png
1766056302.608655,color/img_26156.png,disparity/img_26156.png
1766056302.751513,color/img_26157.png,disparity/img_26157.png
1766056302.894370,color/img_26158.png,disparity/img_26158.png
1766056303.037227,color/img_26159.png,disparity/img_26159.png
1766056303.180085,color/img_26160.png,disparity/img_26160.png
1766056303.322942,color/img_26161.png,disparity/img_26161.png
1766056303.465803,color/img_26162.png,disparity/img_26162.png
1766056303.608656,color/img_26163.png,disparity/img_26163.png
1766056303.751514,color/img_26164.png,disparity/img_26164.png
1766056303.894371,color/img_26165.png,disparity/img_26165.png
1766056304.037232,color/img_26166.png,disparity/img_26166.png
1766056304.180086,color/img_26167.png,disparity/img_26167.png
1766056304.322943,color/img_26168.png,disparity/img_26168.png
1766056304.465801,color/img_26169.png,disparity/img_26169.png
1766056304.608661,color/img_26170.png,disparity/img_26170.png
1766056304.751517,color/img_26171.png,disparity/img_26171.png
1766056304.894373,color/img_26172.png,disparity/img_26172.png
1766056305.037230,color/img_26173.png,disparity/img_26173.png
1766056305.180087,color/img_26174.png,disparity/img_26174.png
1766056305.322945,color/img_26175.png,disparity/img_26175.png
1766056305.465802,color/img_26176.png,disparity/img_26176.png
1766056305.608659,color/img_26177.png,disparity/img_26177.png
1766056305.751517,color/img_26178.png,disparity/img_26178.png
1766056305.894374,color/img_26179.png,disparity/img_26179.png
1766056306.037234,color/img_26180.png,disparity/img_26180.png
1766056306.180089,color/img_26181.png,disparity/img_26181.png
1766056306.322946,color/img_26182.png,disparity/img_26182.png
1766056306.465804,color/img_26183.png,disparity/img_26183.png
1766056306.608661,color/img_26184.png,disparity/img_26184.png
1766056306.751518,color/img_26185.png,disparity/img_26185.png
1766056306.894377,color/img_26186.png,disparity/img_26186.png
1766056307.037234,color/img_26187.png,disparity/img_26187.png
1766056307.180090,color/img_26188.png,disparity/img_26188.png
1766056307.322947,color/img_26189.png,disparity/img_26189.png
1766056307.465804,color/img_26190.png,disparity/img_26190.png
1766056307.608662,color/img_26191.png,disparity/img_26191.png
1766056307.751519,color/img_26192.png,disparity/img_26192.png
1766056307.894377,color/img_26193.png,disparity/img_26193.png
1766056308.037235,color/img_26194.png,disparity/img_26194.png
1766056308.180092,color/img_26195.png,disparity/img_26195.png
1766056308.322950,color/img_26196.png,disparity/img_26196.png
1766056308.465806,color/img_26197.png,disparity/img_26197.png
1766056308.608663,color/img_26198.png,disparity/img_26198.png
1766056308.751521,color/img_26199.png,disparity/img_26199.png
1766056308.894378,color/img_26200.png,disparity/img_26200.png
1766056309.037235,color/img_26201.png,disparity/img_26201.png
1766056309.180093,color/img_26202.png,disparity/img_26202.png
1766056309.322951,color/img_26203.png,disparity/img_26203.png
1766056309.465809,color/img_26204.png,disparity/img_26204.png
1766056309.608665,color/img_26205.png,disparity/img_26205.png
1766056309.751522,color/img_26206.png,disparity/img_26206.png
1766056309.894380,color/img_26207.png,disparity/img_26207.png
1766056310.037237,color/img_26208.png,disparity/img_26208.png
1766056310.180094,color/img_26209.png,disparity/img_26209.png
1766056310.322952,color/img_26210.png,disparity/img_26210.png
1766056310.465809,color/img_26211.png,disparity/img_26211.png
1766056310.608667,color/img_26212.png,disparity/img_26212.png
1766056310.751525,color/img_26213.png,disparity/img_26213.png
1766056310.894382,color/img_26214.png,disparity/img_26214.png
1766056311.037238,color/img_26215.png,disparity/img_26215.png
1766056311.180095,color/img_26216.png,disparity/img_26216.png
1766056311.322953,color/img_26217.png,disparity/img_26217.png
1766056311.465811,color/img_26218.png,disparity/img_26218.png
1766056311.608667,color/img_26219.png,disparity/img_26219.png
1766056311.751526,color/img_26220.png,disparity/img_26220.png
1766056311.894382,color/img_26221.png,disparity/img_26221.png
1766056312.037240,color/img_26222.png,disparity/img_26222.png
1766056312.180097,color/img_26223.png,disparity/img_26223.png
1766056312.322954,color/img_26224.png,disparity/img_26224.png
1766056312.465814,color/img_26225.png,disparity/img_26225.png
1766056312.608669,color/img_26226.png,disparity/img_26226.png
1766056312.751527,color/img_26227.png,disparity/img_26227.png
1766056312.894384,color/img_26228.png,disparity/img_26228.png
1766056313.037241,color/img_26229.png,disparity/img_26229.png
1766056313.180099,color/img_26230.png,disparity/img_26230.png
